value;idx;time
120,71914;715;50
120,8039;715;51
120,605774;715;52
120,995056;715;53
120,77661;715;54
120,772705;715;55
120,738976;715;56
120,79509;715;57
120,73048;715;58
121,04;715;59
120,95;716;0
0,0;716;1
0,0;716;2
0,0;716;3
0,0;716;4
0,0;716;5
0,0;716;6
0,0;716;7
0,0;716;8
0,0;716;9
118,25085;716;10
115,98;716;11
115,89033;716;12
115,823044;716;13
115,83915;716;14
115,95865;716;15
116,07017;716;16
115,92051;716;17
116,0078;716;18
125,33778;716;19
125,92678;716;20
125,974236;716;21
125,61339;716;22
125,91662;716;23
126,01476;716;24
125,71406;716;25
125,87727;716;26
125,76119;716;27
125,8766;716;28
135,12984;716;29
135,63202;716;30
135,55681;716;31
135,4061;716;32
135,61969;716;33
135,71188;716;34
135,54626;716;35
135,47406;716;36
135,63255;716;37
135,64207;716;38
125,78203;716;39
125,785934;716;40
125,53052;716;41
125,712875;716;42
125,846794;716;43
125,54356;716;44
125,85914;716;45
125,61912;716;46
125,59846;716;47
125,825775;716;48
120,99458;716;49
120,8607;716;50
120,85709;716;51
120,7744;716;52
120,63359;716;53
120,66271;716;54
120,89423;716;55
120,69611;716;56
120,76135;716;57
120,85425;716;58
120,79;716;59
120,73;717;0
0,0;717;1
0,0;717;2
0,0;717;3
0,0;717;4
0,0;717;5
0,0;717;6
0,0;717;7
0,0;717;8
0,0;717;9
118,37797;717;10
116,11339;717;11
116,16019;717;12
116,073044;717;13
115,93593;717;14
116,02644;717;15
115,947624;717;16
116,047966;717;17
115,92374;717;18
125,40748;717;19
125,89457;717;20
125,75373;717;21
125,66848;717;22
125,901024;717;23
125,80861;717;24
125,78269;717;25
125,798996;717;26
125,68965;717;27
125,57068;717;28
135,24237;717;29
135,73271;717;30
135,85664;717;31
135,53441;717;32
135,61223;717;33
135,63812;717;34
135,59271;717;35
135,7166;717;36
135,83406;717;37
135,58081;717;38
125,76525;717;39
125,61374;717;40
125,81;717;41
125,72797;717;42
125,552055;717;43
125,591866;717;44
125,76508;717;45
125,526764;717;46
125,80626;717;47
125,780846;717;48
120,74643;717;49
120,97391;717;50
120,78324;717;51
120,89289;717;52
121,025734;717;53
120,849495;717;54
120,92;717;55
120,88;717;56
120,79527;717;57
120,89356;717;58
120,75;717;59
120,8;718;0
0,0;718;1
0,0;718;2
0,0;718;3
0,0;718;4
0,0;718;5
0,0;718;6
0,0;718;7
0,0;718;8
0,0;718;9
118,20729;718;10
115,97204;718;11
116,06711;718;12
115,84745;718;13
115,994576;718;14
115,962204;718;15
115,87153;718;16
115,7917;718;17
115,79472;718;18
125,46815;718;19
125,930504;718;20
125,793724;718;21
125,96932;718;22
125,81269;718;23
125,9456;718;24
125,865944;718;25
125,932724;718;26
125,721695;718;27
125,839485;718;28
135,38084;718;29
135,64696;718;30
135,59883;718;31
135,70305;718;32
135,54698;718;33
135,5595;718;34
135,82101;718;35
135,44186;718;36
135,72644;718;37
135,74081;718;38
125,86594;718;39
125,671875;718;40
125,64423;718;41
125,7666;718;42
125,575264;718;43
125,76881;718;44
125,735085;718;45
125,76255;718;46
125,69271;718;47
125,76;718;48
120,92;718;49
120,93086;718;50
120,89476;718;51
120,853226;718;52
120,687965;718;53
120,82322;718;54
120,79541;718;55
120,69442;718;56
120,92068;718;57
120,75781;718;58
120,73;718;59
120,79;719;0
0,0;719;1
0,0;719;2
0,0;719;3
0,0;719;4
0,0;719;5
0,0;719;6
0,0;719;7
0,0;719;8
0,0;719;9
118,16084;719;10
116,14983;719;11
115,877106;719;12
116,08169;719;13
115,91136;719;14
116,04322;719;15
116,03407;719;16
115,91779;719;17
115,862526;719;18
125,33644;719;19
125,92678;719;20
125,920685;719;21
125,83085;719;22
125,99897;719;23
125,73037;719;24
125,86949;719;25
125,96035;719;26
125,900345;719;27
125,79255;719;28
135,72339;719;29
135,75052;719;30
135,33655;719;31
135,49745;719;32
135,69016;719;33
135,6095;719;34
135,59778;719;35
135,6512;719;36
135,64441;719;37
135,52;719;38
125,854065;719;39
125,87525;719;40
125,92628;719;41
125,81;719;42
125,84374;719;43
125,64898;719;44
125,82526;719;45
125,78206;719;46
125,74897;719;47
125,78675;719;48
120,99815;719;49
120,79132;719;50
120,68338;719;51
120,853226;719;52
120,89389;719;53
120,85559;719;54
120,810356;719;55
120,82898;719;56
120,866615;719;57
120,72275;719;58
120,63;719;59
120,83;720;0
0,0;720;1
0,0;720;2
0,0;720;3
0,0;720;4
0,0;720;5
0,0;720;6
0,0;720;7
0,0;720;8
0,0;720;9
118,1478;720;10
115,94424;720;11
116,01696;720;12
115,87846;720;13
115,91085;720;14
115,89814;720;15
115,98797;720;16
116,065254;720;17
115,9161;720;18
125,13304;720;19
125,92678;720;20
125,971016;720;21
125,60864;720;22
125,892204;720;23
125,85018;720;24
125,78492;720;25
125,95337;720;26
125,70745;720;27
125,786606;720;28
135,27425;720;29
135,87288;720;30
135,51067;720;31
135,72897;720;32
135,8215;720;33
135,73203;720;34
135,61542;720;35
135,53627;720;36
135,77594;720;37
135,54422;720;38
125,867966;720;39
125,70288;720;40
125,8539;720;41
125,7283;720;42
125,62237;720;43
125,967804;720;44
125,71845;720;45
125,78236;720;46
125,83593;720;47
125,74867;720;48
120,91303;720;49
120,87594;720;50
120,87914;720;51
120,90306;720;52
120,87253;720;53
120,7017;720;54
120,87306;720;55
120,93932;720;56
120,731705;720;57
120,87691;720;58
120,88;720;59
120,9;721;0
0,0;721;1
0,0;721;2
0,0;721;3
0,0;721;4
0,0;721;5
0,0;721;6
0,0;721;7
0,0;721;8
0,0;721;9
118,20068;721;10
116,17085;721;11
116,12543;721;12
115,95627;721;13
115,99966;721;14
115,97153;721;15
116,041695;721;16
115,95457;721;17
115,770164;721;18
125,1283;721;19
125,849495;721;20
126,00967;721;21
125,818474;721;22
125,870834;721;23
125,92374;721;24
125,74219;721;25
125,87136;721;26
125,824745;721;27
125,843056;721;28
135,39594;721;29
135,87442;721;30
135,50185;721;31
135,63916;721;32
135,41357;721;33
135,7805;721;34
135,49591;721;35
135,65747;721;36
135,6605;721;37
135,54185;721;38
125,82984;721;39
125,71543;721;40
125,81762;721;41
125,67203;721;42
125,94863;721;43
125,76797;721;44
125,82354;721;45
125,83902;721;46
125,76645;721;47
125,74915;721;48
121,06881;721;49
120,865944;721;50
120,9549;721;51
121,114914;721;52
120,96883;721;53
120,83119;721;54
120,871704;721;55
120,742714;721;56
120,82018;721;57
121,071846;721;58
121,13;721;59
121,0;722;0
0,0;722;1
0,0;722;2
0,0;722;3
0,0;722;4
0,0;722;5
0,0;722;6
0,0;722;7
0,0;722;8
0,0;722;9
117,94797;722;10
116,18458;722;11
116,064064;722;12
115,90255;722;13
115,90864;722;14
115,976616;722;15
115,988304;722;16
116,01068;722;17
115,94154;722;18
125,216446;722;19
125,857124;722;20
126,023056;722;21
125,824745;722;22
125,732895;722;23
125,751686;722;24
126,010345;722;25
125,833725;722;26
126,00035;722;27
125,93949;722;28
135,26288;722;29
135,83966;722;30
135,77715;722;31
135,7895;722;32
135,73032;722;33
135,68695;722;34
135,44693;722;35
135,74933;722;36
135,46457;722;37
135,57526;722;38
126,05425;722;39
125,681366;722;40
125,59306;722;41
125,85424;722;42
125,67069;722;43
125,80458;722;44
125,68354;722;45
125,6949;722;46
125,620514;722;47
125,71951;722;48
120,76185;722;49
120,87187;722;50
120,858475;722;51
120,86983;722;52
121,03049;722;53
120,78559;722;54
120,858475;722;55
121,0317;722;56
120,682884;722;57
120,869316;722;58
120,94;722;59
120,8;723;0
0,0;723;1
0,0;723;2
0,0;723;3
0,0;723;4
0,0;723;5
0,0;723;6
0,0;723;7
0,0;723;8
0,0;723;9
117,81;723;10
116,05864;723;11
116,01322;723;12
116,02882;723;13
116,023384;723;14
115,91712;723;15
115,90897;723;16
116,025764;723;17
115,98643;723;18
125,21711;723;19
125,82322;723;20
125,90051;723;21
125,821014;723;22
125,79524;723;23
125,892525;723;24
125,78949;723;25
125,78627;723;26
125,6083;723;27
125,81357;723;28
135,7288;723;29
135,86034;723;30
135,76933;723;31
135,43085;723;32
135,53326;723;33
135,60406;723;34
135,61507;723;35
135,6356;723;36
135,63594;723;37
135,68948;723;38
126,06475;723;39
125,901695;723;40
126,04542;723;41
125,89254;723;42
125,85137;723;43
125,87611;723;44
125,92337;723;45
125,853035;723;46
125,896454;723;47
125,62494;723;48
120,82643;723;49
120,76695;723;50
121,05967;723;51
120,865776;723;52
120,92;723;53
120,9239;723;54
120,78189;723;55
120,878296;723;56
121,00662;723;57
120,84507;723;58
121,06;723;59
120,9;724;0
0,10569482;724;1
0,0;724;2
0,0;724;3
0,0;724;4
0,0;724;5
0,0;724;6
0,0;724;7
0,0;724;8
0,0;724;9
117,71627;724;10
116,215935;724;11
116,14;724;12
116,05932;724;13
116,01457;724;14
116,156105;724;15
116,03085;724;16
115,92931;724;17
115,937965;724;18
125,474075;724;19
125,93204;724;20
125,66898;724;21
125,778984;724;22
126,02814;724;23
126,02103;724;24
125,55813;724;25
125,74763;724;26
125,7461;724;27
126,05626;724;28
135,0639;724;29
135,91931;724;30
135,95967;724;31
135,81203;724;32
135,46239;724;33
135,60269;724;34
135,61711;724;35
135,649;724;36
135,78644;724;37
135,56392;724;38
125,904755;724;39
125,751366;724;40
125,81966;724;41
125,891525;724;42
125,64779;724;43
125,95458;724;44
125,81052;724;45
125,630974;724;46
125,86103;724;47
125,79796;724;48
120,856606;724;49
120,99289;724;50
120,910995;724;51
121,00034;724;52
120,88271;724;53
120,75949;724;54
120,77;724;55
120,82442;724;56
120,81509;724;57
120,81506;724;58
120,93;724;59
121,0;725;0
0,0;725;1
0,0;725;2
0,0;725;3
0,0;725;4
0,0;725;5
0,0;725;6
0,0;725;7
0,0;725;8
0,0;725;9
117,84102;725;10
115,978645;725;11
115,98322;725;12
116,15373;725;13
116,10881;725;14
116,168816;725;15
116,00288;725;16
115,90373;725;17
115,97863;725;18
125,08489;725;19
125,94272;725;20
125,936104;725;21
125,72695;725;22
125,67304;725;23
125,975235;725;24
125,84609;725;25
125,630356;725;26
125,94356;725;27
125,76272;725;28
135,29507;725;29
135,78712;725;30
135,52051;725;31
135,57576;725;32
135,52794;725;33
135,71544;725;34
135,74747;725;35
135,7244;725;36
135,75815;725;37
135,46289;725;38
125,996284;725;39
125,69169;725;40
125,78;725;41
125,90678;725;42
125,8461;725;43
125,85983;725;44
126,05983;725;45
125,69746;725;46
125,85729;725;47
125,810486;725;48
121,13798;725;49
120,92304;725;50
121,04848;725;51
120,85289;725;52
120,73321;725;53
120,888306;725;54
121,0027;725;55
120,848145;725;56
120,826935;725;57
120,90575;725;58
121,03;725;59
120,96;726;0
0,0;726;1
0,0;726;2
0,0;726;3
0,0;726;4
0,0;726;5
0,0;726;6
0,0;726;7
0,0;726;8
0,0;726;9
117,92237;726;10
116,14322;726;11
115,97052;726;12
116,084915;726;13
115,9883;726;14
115,998474;726;15
116,0456;726;16
115,96254;726;17
115,97748;726;18
125,57289;726;19
126,14169;726;20
125,8361;726;21
125,86068;726;22
125,92221;726;23
125,89561;726;24
125,73203;726;25
125,73;726;26
126,00169;726;27
125,76;726;28
135,38322;726;29
135,54524;726;30
135,63101;726;31
135,68442;726;32
135,7227;726;33
135,78812;726;34
135,75035;726;35
135,64133;726;36
135,8017;726;37
135,66681;726;38
125,79322;726;39
126,04626;726;40
125,755585;726;41
125,787796;726;42
125,575264;726;43
125,83797;726;44
125,67948;726;45
125,83421;726;46
126,05897;726;47
125,829636;726;48
120,92458;726;49
120,99219;726;50
120,921715;726;51
120,88;726;52
121,18117;726;53
120,9378;726;54
120,85577;726;55
120,834076;726;56
120,86067;726;57
120,73069;726;58
120,88;726;59
120,88;727;0
0,05974577;727;1
0,0;727;2
0,0;727;3
0,0;727;4
0,0;727;5
0,0;727;6
0,0;727;7
0,0;727;8
0,0;727;9
117,776276;727;10
116,12424;727;11
116,0878;727;12
116,070175;727;13
116,08034;727;14
115,97949;727;15
116,06085;727;16
115,859314;727;17
116,03561;727;18
125,33578;727;19
125,789314;727;20
125,864746;727;21
125,686615;727;22
125,86848;727;23
125,88579;727;24
125,77797;727;25
125,76899;727;26
125,955444;727;27
125,91085;727;28
135,55289;727;29
135,77;727;30
135,64235;727;31
135,55441;727;32
135,6173;727;33
135,57898;727;34
135,70168;727;35
135,7112;727;36
135,81374;727;37
135,63237;727;38
125,64778;727;39
125,98557;727;40
125,79441;727;41
125,75492;727;42
125,83642;727;43
125,831696;727;44
125,76086;727;45
125,69627;727;46
125,88846;727;47
125,77928;727;48
120,98964;727;49
120,92579;727;50
120,73643;727;51
120,86069;727;52
120,967094;727;53
120,99881;727;54
120,75847;727;55
120,94558;727;56
120,99288;727;57
121,00952;727;58
120,72;727;59
120,77;728;0
0,026169509;728;1
0,0;728;2
0,0;728;3
0,0;728;4
0,0;728;5
0,0;728;6
0,0;728;7
0,0;728;8
0,0;728;9
117,89;728;10
116,04288;728;11
115,91407;728;12
116,0905;728;13
116,19407;728;14
115,94508;728;15
116,115425;728;16
115,95305;728;17
115,87797;728;18
125,48289;728;19
125,835594;728;20
125,74271;728;21
125,743385;728;22
125,85917;728;23
125,85308;728;24
125,81812;728;25
125,848816;728;26
125,760155;728;27
125,73762;728;28
135,54271;728;29
135,58119;728;30
135,76134;728;31
135,70305;728;32
135,62865;728;33
135,60712;728;34
135,78899;728;35
135,85219;728;36
135,56593;728;37
135,54845;728;38
125,89203;728;39
125,9927;728;40
125,76983;728;41
125,740326;728;42
125,611374;728;43
125,654915;728;44
125,850685;728;45
125,72862;728;46
125,6071;728;47
125,68049;728;48
121,05339;728;49
120,86696;728;50
121,03642;728;51
120,785255;728;52
120,77203;728;53
121,036606;728;54
120,931526;728;55
121,01306;728;56
120,982704;728;57
120,9139;728;58
120,87;728;59
120,84;729;0
0,0;729;1
0,0;729;2
0,0;729;3
0,0;729;4
0,0;729;5
0,0;729;6
0,0;729;7
0,0;729;8
0,0;729;9
117,693054;729;10
116,28339;729;11
116,19084;729;12
116,0461;729;13
116,15389;729;14
115,926445;729;15
116,04102;729;16
116,11594;729;17
115,916756;729;18
125,22578;729;19
125,93119;729;20
126,048645;729;21
125,86068;729;22
125,89696;729;23
125,9685;729;24
125,90899;729;25
125,80492;729;26
126,03814;729;27
126,067795;729;28
135,33661;729;29
135,77931;729;30
135,63799;729;31
135,60864;729;32
135,65088;729;33
135,50508;729;34
135,50728;729;35
135,59099;729;36
135,61424;729;37
135,58319;729;38
125,99372;729;39
125,918816;729;40
125,61848;729;41
125,601524;729;42
125,88916;729;43
125,962715;729;44
125,89612;729;45
125,86;729;46
125,812515;729;47
125,759636;729;48
120,9756;729;49
120,856094;729;50
120,95628;729;51
120,80186;729;52
120,93932;729;53
120,97932;729;54
120,71036;729;55
120,92068;729;56
120,80085;729;57
121,06137;729;58
120,87;729;59
120,88;730;0
0,0;730;1
0,0;730;2
0,0;730;3
0,0;730;4
0,0;730;5
0,0;730;6
0,0;730;7
0,0;730;8
0,0;730;9
117,99763;730;10
116,07949;730;11
115,838455;730;12
116,04982;730;13
116,04932;730;14
115,898476;730;15
116,03237;730;16
116,041016;730;17
115,82879;730;18
125,15015;730;19
125,895256;730;20
125,92661;730;21
125,96814;730;22
125,69765;730;23
125,85234;730;24
125,89934;730;25
125,83982;730;26
125,9688;730;27
125,80796;730;28
135,60289;730;29
135,66678;730;30
135,64235;730;31
135,73508;730;32
135,6646;730;33
135,67796;730;34
135,7412;730;35
135,63474;730;36
135,90729;730;37
135,62207;730;38
125,739655;730;39
125,88406;730;40
125,84931;730;41
125,95051;730;42
125,86252;730;43
125,94441;730;44
125,72862;730;45
125,82255;730;46
125,87238;730;47
125,567825;730;48
121,055595;730;49
120,963196;730;50
120,87424;730;51
120,90711;730;52
120,9834;730;53
121,0178;730;54
121,00406;730;55
120,888145;730;56
120,95509;730;57
120,92425;730;58
120,65;730;59
120,8;731;0
0,0;731;1
0,0;731;2
0,0;731;3
0,0;731;4
0,0;731;5
0,0;731;6
0,0;731;7
0,0;731;8
0,0;731;9
117,91661;731;10
116,10509;731;11
116,091354;731;12
116,266266;731;13
115,95119;731;14
116,1;731;15
116,13492;731;16
116,03746;731;17
116,121376;731;18
125,483925;731;19
125,878815;731;20
126,1039;731;21
125,67017;731;22
125,93966;731;23
125,912895;731;24
126,02985;731;25
125,62727;731;26
125,89136;731;27
125,9222;731;28
135,25677;731;29
135,84035;731;30
135,77798;731;31
135,6327;731;32
135,64912;731;33
135,61153;731;34
135,71898;731;35
135,77121;731;36
135,60068;731;37
135,76682;731;38
125,822876;731;39
125,86219;731;40
126,01524;731;41
125,84677;731;42
125,77832;731;43
125,8717;731;44
125,67543;731;45
125,9851;731;46
125,53252;731;47
125,899284;731;48
121,03357;731;49
120,99422;731;50
120,865425;731;51
120,6778;731;52
120,92117;731;53
120,88;731;54
120,965225;731;55
120,87966;731;56
121,05595;731;57
121,01172;731;58
120,93;731;59
120,74;732;0
0,09883049;732;1
0,0;732;2
0,0;732;3
0,0;732;4
0,0;732;5
0,0;732;6
0,0;732;7
0,0;732;8
0,0;732;9
117,65237;732;10
116,02492;732;11
116,03846;732;12
115,90423;732;13
115,92085;732;14
115,92305;732;15
116,15525;732;16
116,07254;732;17
116,00423;732;18
125,08;732;19
126,02068;732;20
126,01254;732;21
125,78068;732;22
125,688484;732;23
125,85897;732;24
125,980515;732;25
125,847275;732;26
125,6849;732;27
125,90966;732;28
135,48798;732;29
135,48;732;30
135,59016;732;31
135,76865;732;32
135,77898;732;33
135,60492;732;34
135,6656;732;35
135,79253;732;36
135,70949;732;37
135,82578;732;38
125,80356;732;39
125,71305;732;40
125,82052;732;41
125,962204;732;42
125,823204;732;43
125,79339;732;44
125,89646;732;45
125,79834;732;46
125,99458;732;47
125,97916;732;48
120,95578;732;49
120,79406;732;50
120,88067;732;51
121,08711;732;52
121,216415;732;53
120,960686;732;54
121,169464;732;55
120,94747;732;56
120,79797;732;57
120,90404;732;58
121,02;732;59
121,06;733;0
0,156;733;1
0,0;733;2
0,0;733;3
0,0;733;4
0,0;733;5
0,0;733;6
0,0;733;7
0,0;733;8
0,0;733;9
117,76457;733;10
116,17949;733;11
116,22846;733;12
116,01577;733;13
116,22356;733;14
116,05051;733;15
115,9222;733;16
116,08576;733;17
116,04253;733;18
125,25933;733;19
126,03034;733;20
125,81796;733;21
125,98085;733;22
125,942894;733;23
125,84355;733;24
125,91762;733;25
125,9029;733;26
125,905945;733;27
125,91;733;28
135,42424;733;29
135,68626;733;30
135,50269;733;31
136,0066;733;32
135,7042;733;33
135,48508;733;34
135,75168;733;35
135,50034;733;36
135,56526;733;37
135,66948;733;38
126,219154;733;39
126,02;733;40
125,924065;733;41
125,862206;733;42
125,97931;733;43
125,9395;733;44
125,90862;733;45
126,02608;733;46
125,827614;733;47
126,07085;733;48
121,31119;733;49
121,07218;733;50
121,18881;733;51
121,00543;733;52
121,17981;733;53
120,9878;733;54
121,08847;733;55
121,08679;733;56
121,17221;733;57
121,157814;733;58
121,19;733;59
121,03;734;0
0,06715252;734;1
0,0;734;2
0,0;734;3
0,0;734;4
0,0;734;5
0,0;734;6
0,0;734;7
0,0;734;8
0,0;734;9
117,98864;734;10
116,367966;734;11
116,39052;734;12
116,288315;734;13
116,04085;734;14
116,40153;734;15
116,233055;734;16
116,20152;734;17
116,257965;734;18
125,713554;734;19
126,12084;734;20
126,23576;734;21
126,29407;734;22
126,036964;734;23
126,266266;734;24
126,30289;734;25
125,88083;734;26
126,08965;734;27
126,068474;734;28
135,84677;734;29
135,98712;734;30
135,78453;734;31
135,74864;734;32
135,72714;734;33
135,78609;734;34
135,70085;734;35
135,931;734;36
135,90746;734;37
135,7732;734;38
126,10238;734;39
126,094246;734;40
126,17711;734;41
125,99221;734;42
125,99542;734;43
125,91;734;44
126,05492;734;45
125,95118;734;46
126,05916;734;47
126,06627;734;48
121,33154;734;49
121,06609;734;50
121,411194;734;51
121,16763;734;52
121,27271;734;53
121,09491;734;54
121,30648;734;55
121,1249;734;56
121,03338;734;57
121,03678;734;58
121,19;734;59
121,27;735;0
0,005423738;735;1
0,0;735;2
0,0;735;3
0,0;735;4
0,0;735;5
0,0;735;6
0,0;735;7
0,0;735;8
0,0;735;9
118,19135;735;10
116,44661;735;11
116,31898;735;12
116,41492;735;13
116,35864;735;14
116,29695;735;15
116,38915;735;16
116,36576;735;17
116,44;735;18
125,85659;735;19
126,29475;735;20
126,31;735;21
126,318474;735;22
126,287796;735;23
126,19337;735;24
126,19086;735;25
126,286095;735;26
126,26645;735;27
126,19051;735;28
136,11017;735;29
136,22626;735;30
136,07967;735;31
135,92136;735;32
135,84032;735;33
136,04594;735;34
136,04933;735;35
135,98506;735;36
135,93016;735;37
135,94266;735;38
126,04644;735;39
126,43745;735;40
126,18034;735;41
126,05322;735;42
125,993744;735;43
126,32136;735;44
126,1244;735;45
126,04098;735;46
126,271545;735;47
126,2312;735;48
121,35761;735;49
121,40406;735;50
121,29019;735;51
121,24711;735;52
121,341354;735;53
121,34289;735;54
121,24693;735;55
121,37238;735;56
121,32847;735;57
121,261375;735;58
121,22;735;59
121,11;736;0
0,141;736;1
0,0;736;2
0,0;736;3
0,0;736;4
0,0;736;5
0,0;736;6
0,0;736;7
0,0;736;8
0,0;736;9
118,27864;736;10
116,430336;736;11
116,57102;736;12
116,30746;736;13
116,35542;736;14
116,36017;736;15
116,35237;736;16
116,23594;736;17
116,28829;736;18
125,66238;736;19
126,305595;736;20
126,235085;736;21
126,26661;736;22
126,1949;736;23
126,43711;736;24
126,22492;736;25
126,30609;736;26
126,31899;736;27
126,0217;736;28
135,93237;736;29
136,12271;736;30
136,01917;736;31
136,1395;736;32
136,02286;736;33
135,86594;736;34
136,04561;736;35
135,89374;736;36
135,96068;736;37
136,04474;736;38
126,27931;736;39
126,1595;736;40
126,31745;736;41
126,21576;736;42
126,3103;736;43
126,27678;736;44
126,2068;736;45
126,15814;736;46
126,439674;736;47
126,362885;736;48
121,26304;736;49
121,30828;736;50
121,17205;736;51
121,31492;736;52
121,09563;736;53
121,23017;736;54
121,2373;736;55
121,30034;736;56
121,37712;736;57
121,368286;736;58
121,52;736;59
121,5;737;0
0,0;737;1
0,0;737;2
0,0;737;3
0,0;737;4
0,0;737;5
0,0;737;6
0,0;737;7
0,0;737;8
0,0;737;9
117,88729;737;10
116,60254;737;11
116,59;737;12
116,532036;737;13
116,55017;737;14
116,42136;737;15
116,505424;737;16
116,55102;737;17
116,50391;737;18
125,7217;737;19
126,46628;737;20
126,34;737;21
126,151695;737;22
126,19676;737;23
126,20542;737;24
126,12102;737;25
126,17036;737;26
126,11575;737;27
126,30694;737;28
135,5978;737;29
136,08746;737;30
136,02068;737;31
136,03645;737;32
136,04968;737;33
136,06747;737;34
135,97662;737;35
136,05273;737;36
136,18661;737;37
136,06897;737;38
126,243225;737;39
126,251366;737;40
126,34186;737;41
126,22492;737;42
126,165955;737;43
126,30678;737;44
126,405945;737;45
126,156075;737;46
126,21896;737;47
126,32085;737;48
121,515594;737;49
121,30609;737;50
121,5249;737;51
121,355774;737;52
121,41932;737;53
121,45882;737;54
121,1263;737;55
121,27339;737;56
121,32577;737;57
121,372185;737;58
121,19;737;59
121,18;738;0
0,0;738;1
0,0;738;2
0,0;738;3
0,0;738;4
0,0;738;5
0,0;738;6
0,0;738;7
0,0;738;8
0,0;738;9
118,390175;738;10
116,530846;738;11
116,759155;738;12
116,485596;738;13
116,62187;738;14
116,62017;738;15
116,437454;738;16
116,59508;738;17
116,58357;738;18
125,74392;738;19
126,485596;738;20
126,62865;738;21
126,246445;738;22
126,49;738;23
126,39234;738;24
126,181015;738;25
126,40645;738;26
126,23;738;27
126,183395;738;28
136,15593;738;29
136,2139;738;30
136,13219;738;31
136,3822;738;32
136,1039;738;33
136,16762;738;34
136,04169;738;35
136,08914;738;36
136,33797;738;37
136,14607;738;38
126,500496;738;39
126,13881;738;40
126,37831;738;41
126,422714;738;42
126,384575;738;43
126,33305;738;44
126,21897;738;45
126,30254;738;46
126,33916;738;47
126,3276;738;48
121,57881;738;49
121,68188;738;50
121,368805;738;51
121,40729;738;52
121,37;738;53
121,52915;738;54
121,681885;738;55
121,47204;738;56
121,41509;738;57
121,56863;738;58
121,67;738;59
121,69;739;0
0,0;739;1
0,0;739;2
0,0;739;3
0,0;739;4
0,0;739;5
0,0;739;6
0,0;739;7
0,0;739;8
0,0;739;9
118,33203;739;10
116,67136;739;11
116,41252;739;12
116,59;739;13
116,655594;739;14
116,57864;739;15
116,70475;739;16
116,64949;739;17
116,51121;739;18
125,68015;739;19
126,45254;739;20
126,79627;739;21
126,51389;739;22
126,48035;739;23
126,59579;739;24
126,72086;739;25
126,381714;739;26
126,47119;739;27
126,58694;739;28
136,2588;739;29
136,45845;739;30
136,36966;739;31
136,27745;739;32
136,39104;739;33
136,35492;739;34
136,1844;739;35
136,3942;739;36
136,18643;739;37
136,23451;739;38
126,43034;739;39
126,605255;739;40
126,59406;739;41
126,62475;739;42
126,48794;739;43
126,595085;739;44
126,566635;739;45
126,48745;739;46
126,243034;739;47
126,58036;739;48
121,55524;739;49
121,68203;739;50
121,75543;739;51
121,6822;739;52
121,56679;739;53
121,61152;739;54
121,64964;739;55
121,5983;739;56
121,73221;739;57
121,45507;739;58
121,69;739;59
121,84;740;0
0,0;740;1
0,0;740;2
0,0;740;3
0,0;740;4
0,0;740;5
0,0;740;6
0,0;740;7
0,0;740;8
0,0;740;9
118,44221;740;10
116,56661;740;11
116,7622;740;12
116,76068;740;13
116,643555;740;14
116,65356;740;15
116,71712;740;16
116,756775;740;17
116,59659;740;18
125,997475;740;19
126,60491;740;20
126,611015;740;21
126,53322;740;22
126,519165;740;23
126,619156;740;24
126,32594;740;25
126,66;740;26
126,5883;740;27
126,351524;740;28
136,2873;740;29
136,37;740;30
136,31067;740;31
136,31558;740;32
136,4473;740;33
136,28593;740;34
136,34525;740;35
136,3812;740;36
136,30153;740;37
136,22867;740;38
126,49813;740;39
126,446945;740;40
126,811516;740;41
126,42017;740;42
126,491684;740;43
126,57813;740;44
126,50526;740;45
126,53206;740;46
126,57374;740;47
126,4924;740;48
121,91137;740;49
121,76624;740;50
121,52762;740;51
121,83168;740;52
121,591354;740;53
121,8283;740;54
121,751175;740;55
121,70796;740;56
121,776436;740;57
121,630684;740;58
121,7;740;59
121,71;741;0
0,038728785;741;1
0,0;741;2
0,0;741;3
0,0;741;4
0,0;741;5
0,0;741;6
0,0;741;7
0,0;741;8
0,0;741;9
118,496605;741;10
116,76594;741;11
116,7078;741;12
116,83;741;13
116,835594;741;14
116,816444;741;15
116,712875;741;16
116,65949;741;17
116,7222;741;18
126,27562;741;19
126,49034;741;20
126,73525;741;21
126,46763;741;22
126,628975;741;23
126,36;741;24
126,48695;741;25
126,51527;741;26
126,432045;741;27
126,64712;741;28
136,24289;741;29
136,33374;741;30
136,37251;741;31
136,3673;741;32
136,61493;741;33
136,38492;741;34
136,41795;741;35
136,27594;741;36
136,36441;741;37
136,29733;741;38
126,642715;741;39
126,52881;741;40
126,57;741;41
126,76356;741;42
126,49511;741;43
126,57694;741;44
126,62121;741;45
126,57304;741;46
126,62271;741;47
126,560486;741;48
121,871185;741;49
121,55031;741;50
121,70033;741;51
121,52035;741;52
121,86679;741;53
121,6939;741;54
121,69748;741;55
121,867966;741;56
121,678474;741;57
121,846436;741;58
121,91;741;59
121,71;742;0
0,010576262;742;1
0,0;742;2
0,0;742;3
0,0;742;4
0,0;742;5
0,0;742;6
0,0;742;7
0,0;742;8
0,0;742;9
118,460846;742;10
116,83085;742;11
116,87934;742;12
116,84423;742;13
116,675934;742;14
116,78136;742;15
116,70085;742;16
116,79406;742;17
116,48643;742;18
126,04882;742;19
